Customer Key,Customer Name,First Name,Last Name,Customer Value,Customer Email
"HE-14800","Harold Engle","Harold","Engle","Low Value","a.engle@fp20analytics.com"
"HF-14995","Herbert Flentye","Herbert","Flentye","Low Value","a.flentye@fp20analytics.com"
"HG-14845","Harry Greene","Harry","Greene","Low Value","a.greene@fp20analytics.com"
"HG-14965","Henry Goldwyn","Henry","Goldwyn","Low Value","a.goldwyn@fp20analytics.com"
"HG-15025","Hunter Glantz","Hunter","Glantz","Low Value","a.glantz@fp20analytics.com"
"HH-15010","Hilary Holden","Hilary","Holden","Low Value","a.holden@fp20analytics.com"
"HJ-14875","Heather Jas","Heather","Jas","Low Value","a.jas@fp20analytics.com"
"HK-14890","Heather Kirkland","Heather","Kirkland","Low Value","a.kirkland@fp20analytics.com"
"HM-14860","Harry Marie","Harry","Marie","Low Value","a.marie@fp20analytics.com"
"HM-14980","Henry MacAllister","Henry","MacAllister","Low Value","a.macallister@fp20analytics.com"
"HP-14815","Harold Pawlan","Harold","Pawlan","Low Value","a.pawlan@fp20analytics.com"
"HR-14770","Hallie Redmond","Hallie","Redmond","Low Value","a.redmond@fp20analytics.com"
"HR-14830","Harold Ryan","Harold","Ryan","Low Value","a.ryan@fp20analytics.com"
"HW-14935","Helen Wasserman","Helen","Wasserman","Low Value","a.wasserman@fp20analytics.com"
"HZ-14950","Henia Zydlo","Henia","Zydlo","Low Value","a.zydlo@fp20analytics.com"
"IG-15085","Ivan Gibson","Ivan","Gibson","Low Value","a.gibson@fp20analytics.com"
"IL-15100","Ivan Liston","Ivan","Liston","Low Value","a.liston@fp20analytics.com"
"IM-15055","Ionia McGrath","Ionia","McGrath","Low Value","a.mcgrath@fp20analytics.com"
"IM-15070","Irene Maddox","Irene","Maddox","Low Value","a.maddox@fp20analytics.com"
"JA-15970","Joseph Airdo","Joseph","Airdo","Low Value","a.airdo@fp20analytics.com"
"JB-15400","Jennifer Braxton","Jennifer","Braxton","Low Value","a.braxton@fp20analytics.com"
"JB-15925","Joni Blumstein","Joni","Blumstein","Low Value","a.blumstein@fp20analytics.com"
"JB-16000","Joy Bell-","Joy","Bell-","Low Value","a.bell-@fp20analytics.com"
"JB-16045","Julia Barnett","Julia","Barnett","Low Value","a.barnett@fp20analytics.com"
"JC-15340","Jasper Cacioppo","Jasper","Cacioppo","Low Value","a.cacioppo@fp20analytics.com"
"JC-15385","Jenna Caffey","Jenna","Caffey","Low Value","a.caffey@fp20analytics.com"
"JC-15775","John Castell","John","Castell","Low Value","a.castell@fp20analytics.com"
"JC-16105","Julie Creighton","Julie","Creighton","Low Value","a.creighton@fp20analytics.com"
"JD-15790","John Dryer","John","Dryer","Low Value","a.dryer@fp20analytics.com"
"JD-15895","Jonathan Doherty","Jonathan","Doherty","Low Value","a.doherty@fp20analytics.com"
"JD-16015","Joy Daniels","Joy","Daniels","Low Value","a.daniels@fp20analytics.com"
"JD-16060","Julia Dunbar","Julia","Dunbar","Low Value","a.dunbar@fp20analytics.com"
"JD-16150","Justin Deggeller","Justin","Deggeller","Low Value","a.deggeller@fp20analytics.com"
"JE-15475","Jeremy Ellison","Jeremy","Ellison","Low Value","a.ellison@fp20analytics.com"
"JE-15610","Jim Epp","Jim","Epp","Low Value","a.epp@fp20analytics.com"
"JE-15715","Joe Elijah","Joe","Elijah","Low Value","a.elijah@fp20analytics.com"
"JF-15190","Jamie Frazer","Jamie","Frazer","Low Value","a.frazer@fp20analytics.com"
"JF-15295","Jason Fortune-","Jason","Fortune-","Low Value","a.fortune-@fp20analytics.com"
"JF-15355","Jay Fein","Jay","Fein","Low Value","a.fein@fp20analytics.com"
"JF-15415","Jennifer Ferguson","Jennifer","Ferguson","Low Value","a.ferguson@fp20analytics.com"
"JF-15490","Jeremy Farry","Jeremy","Farry","Low Value","a.farry@fp20analytics.com"
"JF-15565","Jill Fjeld","Jill","Fjeld","Low Value","a.fjeld@fp20analytics.com"
"JG-15115","Jack Garza","Jack","Garza","Low Value","a.garza@fp20analytics.com"
"JG-15160","James Galang","James","Galang","Low Value","a.galang@fp20analytics.com"
"JG-15310","Jason Gross","Jason","Gross","Low Value","a.gross@fp20analytics.com"
"JG-15805","John Grady","John","Grady","Low Value","a.grady@fp20analytics.com"
"JH-15430","Jennifer Halladay","Jennifer","Halladay","Low Value","a.halladay@fp20analytics.com"
"JH-15820","John Huston","John","Huston","Low Value","a.huston@fp20analytics.com"
"JH-15910","Jonathan Howell","Jonathan","Howell","Low Value","a.howell@fp20analytics.com"
"JH-15985","Joseph Holt","Joseph","Holt","Low Value","a.holt@fp20analytics.com"
"JH-16180","Justin Hirsh","Justin","Hirsh","Low Value","a.hirsh@fp20analytics.com"
"JJ-15445","Jennifer Jackson","Jennifer","Jackson","Low Value","a.jackson@fp20analytics.com"
"JJ-15760","Joel Jenkins","Joel","Jenkins","Low Value","a.jenkins@fp20analytics.com"
"JK-15205","Jamie Kunitz","Jamie","Kunitz","Low Value","a.kunitz@fp20analytics.com"
"JK-15325","Jason Klamczynski","Jason","Klamczynski","Low Value","a.klamczynski@fp20analytics.com"
"JK-15370","Jay Kimmel","Jay","Kimmel","Low Value","a.kimmel@fp20analytics.com"
"JK-15625","Jim Karlsson","Jim","Karlsson","Low Value","a.karlsson@fp20analytics.com"
"JK-15640","Jim Kriz","Jim","Kriz","Low Value","a.kriz@fp20analytics.com"
"JK-16120","Julie Kriz","Julie","Kriz","Low Value","a.kriz@fp20analytics.com"
"JL-15130","Jack Lebron","Jack","Lebron","Low Value","a.lebron@fp20analytics.com"
"JL-15175","James Lanier","James","Lanier","Low Value","a.lanier@fp20analytics.com"
"JL-15235","Janet Lee","Janet","Lee","Low Value","a.lee@fp20analytics.com"
"JL-15505","Jeremy Lonsdale","Jeremy","Lonsdale","Low Value","a.lonsdale@fp20analytics.com"
"JL-15835","John Lee","John","Lee","Low Value","a.lee@fp20analytics.com"
"JL-15850","John Lucas","John","Lucas","Low Value","a.lucas@fp20analytics.com"
"JM-15250","Janet Martin","Janet","Martin","Low Value","a.martin@fp20analytics.com"
"JM-15265","Janet Molinari","Janet","Molinari","Low Value","a.molinari@fp20analytics.com"
"JM-15535","Jessica Myrick","Jessica","Myrick","Low Value","a.myrick@fp20analytics.com"
"JM-15580","Jill Matthias","Jill","Matthias","Low Value","a.matthias@fp20analytics.com"
"JM-15655","Jim Mitchum","Jim","Mitchum","Low Value","a.mitchum@fp20analytics.com"
"JM-16195","Justin MacKendrick","Justin","MacKendrick","Low Value","a.mackendrick@fp20analytics.com"
"JO-15145","Jack O'Briant","Jack","O'Briant","Low Value","a.o'briant@fp20analytics.com"
"JO-15550","Jesus Ocampo","Jesus","Ocampo","Low Value","a.ocampo@fp20analytics.com"
"JP-15460","Jennifer Patt","Jennifer","Patt","Low Value","a.patt@fp20analytics.com"
"JP-15520","Jeremy Pistek","Jeremy","Pistek","Low Value","a.pistek@fp20analytics.com"
"JP-16135","Julie Prescott","Julie","Prescott","Low Value","a.prescott@fp20analytics.com"
"JR-15670","Jim Radford","Jim","Radford","Low Value","a.radford@fp20analytics.com"
"JR-15700","Jocasta Rupert","Jocasta","Rupert","Low Value","a.rupert@fp20analytics.com"
"JR-16210","Justin Ritter","Justin","Ritter","Low Value","a.ritter@fp20analytics.com"
"JS-15595","Jill Stevenson","Jill","Stevenson","Low Value","a.stevenson@fp20analytics.com"
"JS-15685","Jim Sink","Jim","Sink","Low Value","a.sink@fp20analytics.com"
"JS-15940","Joni Sundaresam","Joni","Sundaresam","Low Value","a.sundaresam@fp20analytics.com"
"JS-16030","Joy Smith","Joy","Smith","Low Value","a.smith@fp20analytics.com"
"JW-15220","Jane Waco","Jane","Waco","Low Value","a.waco@fp20analytics.com"
"JW-15955","Joni Wasserman","Joni","Wasserman","Low Value","a.wasserman@fp20analytics.com"
"JW-16075","Julia West","Julia","West","Low Value","a.west@fp20analytics.com"
"KA-16525","Kelly Andreada","Kelly","Andreada","Low Value","a.andreada@fp20analytics.com"
"KB-16240","Karen Bern","Karen","Bern","Low Value","a.bern@fp20analytics.com"
"KB-16315","Karl Braun","Karl","Braun","Low Value","a.braun@fp20analytics.com"
"KB-16405","Katrina Bavinger","Katrina","Bavinger","Low Value","a.bavinger@fp20analytics.com"
"KB-16585","Ken Black","Ken","Black","Low Value","a.black@fp20analytics.com"
"KB-16600","Ken Brennan","Ken","Brennan","Low Value","a.brennan@fp20analytics.com"
"KC-16255","Karen Carlisle","Karen","Carlisle","Low Value","a.carlisle@fp20analytics.com"
"KC-16540","Kelly Collister","Kelly","Collister","Low Value","a.collister@fp20analytics.com"
"KC-16675","Kimberly Carter","Kimberly","Carter","Low Value","a.carter@fp20analytics.com"
"KD-16270","Karen Daniels","Karen","Daniels","Low Value","a.daniels@fp20analytics.com"
"KD-16345","Katherine Ducich","Katherine","Ducich","Low Value","a.ducich@fp20analytics.com"
"KD-16495","Keith Dawkins","Keith","Dawkins","Low Value","a.dawkins@fp20analytics.com"
"KD-16615","Ken Dana","Ken","Dana","Low Value","a.dana@fp20analytics.com"
"KE-16420","Katrina Edelman","Katrina","Edelman","Low Value","a.edelman@fp20analytics.com"
"KF-16285","Karen Ferguson","Karen","Ferguson","Low Value","a.ferguson@fp20analytics.com"
"KH-16330","Katharine Harms","Katharine","Harms","Low Value","a.harms@fp20analytics.com"
"KH-16360","Katherine Hughes","Katherine","Hughes","Low Value","a.hughes@fp20analytics.com"
"KH-16510","Keith Herrera","Keith","Herrera","Low Value","a.herrera@fp20analytics.com"
"KH-16630","Ken Heidel","Ken","Heidel","Low Value","a.heidel@fp20analytics.com"
"KH-16690","Kristen Hastings","Kristen","Hastings","Low Value","a.hastings@fp20analytics.com"
"KL-16555","Kelly Lampkin","Kelly","Lampkin","Low Value","a.lampkin@fp20analytics.com"
"KL-16645","Ken Lonsdale","Ken","Lonsdale","Low Value","a.lonsdale@fp20analytics.com"
"KM-16225","Kalyca Meade","Kalyca","Meade","Low Value","a.meade@fp20analytics.com"
"KM-16375","Katherine Murray","Katherine","Murray","Low Value","a.murray@fp20analytics.com"
"KM-16660","Khloe Miller","Khloe","Miller","Low Value","a.miller@fp20analytics.com"
"KM-16720","Kunst Miller","Kunst","Miller","Low Value","a.miller@fp20analytics.com"
"KN-16390","Katherine Nockton","Katherine","Nockton","Low Value","a.nockton@fp20analytics.com"
"KN-16450","Kean Nguyen","Kean","Nguyen","Low Value","a.nguyen@fp20analytics.com"
"KN-16705","Kristina Nunn","Kristina","Nunn","Low Value","a.nunn@fp20analytics.com"
"KS-16300","Karen Seio","Karen","Seio","Low Value","a.seio@fp20analytics.com"
"KT-16465","Kean Takahito","Kean","Takahito","Low Value","a.takahito@fp20analytics.com"
"KT-16480","Kean Thornton","Kean","Thornton","Low Value","a.thornton@fp20analytics.com"
"KW-16435","Katrina Willman","Katrina","Willman","Low Value","a.willman@fp20analytics.com"
"KW-16570","Kelly Williams","Kelly","Williams","Low Value","a.williams@fp20analytics.com"
"LA-16780","Laura Armstrong","Laura","Armstrong","Low Value","a.armstrong@fp20analytics.com"
"LB-16735","Larry Blacks","Larry","Blacks","Low Value","a.blacks@fp20analytics.com"
"LB-16795","Laurel Beltran","Laurel","Beltran","Low Value","a.beltran@fp20analytics.com"
"LC-16870","Lena Cacioppo","Lena","Cacioppo","Low Value","a.cacioppo@fp20analytics.com"
"LC-16930","Linda Cazamias","Linda","Cazamias","Low Value","a.cazamias@fp20analytics.com"
"LC-16960","Lindsay Castell","Lindsay","Castell","Low Value","a.castell@fp20analytics.com"
"LC-17050","Liz Carlisle","Liz","Carlisle","Low Value","a.carlisle@fp20analytics.com"
"LC-17140","Logan Currie","Logan","Currie","Low Value","a.currie@fp20analytics.com"
"LD-16855","Lela Donovan","Lela","Donovan","Low Value","a.donovan@fp20analytics.com"
"LD-17005","Lisa DeCherney","Lisa","DeCherney","Low Value","a.decherney@fp20analytics.com"
"LE-16810","Laurel Elliston","Laurel","Elliston","Low Value","a.elliston@fp20analytics.com"
"LF-17185","Luke Foster","Luke","Foster","Low Value","a.foster@fp20analytics.com"
"LH-16750","Larry Hughes","Larry","Hughes","Low Value","a.hughes@fp20analytics.com"
"LH-16900","Lena Hernandez","Lena","Hernandez","Low Value","a.hernandez@fp20analytics.com"
"LH-17020","Lisa Hazard","Lisa","Hazard","Low Value","a.hazard@fp20analytics.com"
"LH-17155","Logan Haushalter","Logan","Haushalter","Low Value","a.haushalter@fp20analytics.com"
"LL-16840","Lauren Leatherbury","Lauren","Leatherbury","Low Value","a.leatherbury@fp20analytics.com"
"LM-17065","Liz MacKendrick","Liz","MacKendrick","Low Value","a.mackendrick@fp20analytics.com"
"LO-17170","Lori Olson","Lori","Olson","Low Value","a.olson@fp20analytics.com"
"LP-17080","Liz Pelletier","Liz","Pelletier","Low Value","a.pelletier@fp20analytics.com"
"LP-17095","Liz Preis","Liz","Preis","Low Value","a.preis@fp20analytics.com"
"LR-16915","Lena Radford","Lena","Radford","Low Value","a.radford@fp20analytics.com"
"LR-17035","Lisa Ryan","Lisa","Ryan","Low Value","a.ryan@fp20analytics.com"
"LS-16945","Linda Southworth","Linda","Southworth","Low Value","a.southworth@fp20analytics.com"
"LS-16975","Lindsay Shagiari","Lindsay","Shagiari","Low Value","a.shagiari@fp20analytics.com"
"LS-17200","Luke Schmidt","Luke","Schmidt","Low Value","a.schmidt@fp20analytics.com"
"LS-17230","Lycoris Saunders","Lycoris","Saunders","Low Value","a.saunders@fp20analytics.com"
"LS-17245","Lynn Smith","Lynn","Smith","Low Value","a.smith@fp20analytics.com"
"LT-16765","Larry Tron","Larry","Tron","Low Value","a.tron@fp20analytics.com"
"LT-17110","Liz Thompson","Liz","Thompson","Low Value","a.thompson@fp20analytics.com"
"LW-16825","Laurel Workman","Laurel","Workman","Low Value","a.workman@fp20analytics.com"
"LW-16990","Lindsay Williams","Lindsay","Williams","Low Value","a.williams@fp20analytics.com"
"LW-17125","Liz Willingham","Liz","Willingham","Low Value","a.willingham@fp20analytics.com"
"LW-17215","Luke Weiss","Luke","Weiss","Low Value","a.weiss@fp20analytics.com"
"MA-17560","Matt Abelman","Matt","Abelman","Low Value","a.abelman@fp20analytics.com"
"MA-17995","Michelle Arnett","Michelle","Arnett","Low Value","a.arnett@fp20analytics.com"
"MB-17305","Maria Bertelson","Maria","Bertelson","Low Value","a.bertelson@fp20analytics.com"
"MB-18085","Mick Brown","Mick","Brown","Low Value","a.brown@fp20analytics.com"
"MC-17275","Marc Crier","Marc","Crier","Low Value","a.crier@fp20analytics.com"
"MC-17425","Mark Cousins","Mark","Cousins","Low Value","a.cousins@fp20analytics.com"
"MC-17575","Matt Collins","Matt","Collins","Low Value","a.collins@fp20analytics.com"
"MC-17590","Matt Collister","Matt","Collister","Low Value","a.collister@fp20analytics.com"
"MC-17605","Matt Connell","Matt","Connell","Low Value","a.connell@fp20analytics.com"
"MC-17635","Matthew Clasen","Matthew","Clasen","Low Value","a.clasen@fp20analytics.com"
"MC-17845","Michael Chen","Michael","Chen","Low Value","a.chen@fp20analytics.com"
"MC-18100","Mick Crebagga","Mick","Crebagga","Low Value","a.crebagga@fp20analytics.com"
"MC-18130","Mike Caudle","Mike","Caudle","Low Value","a.caudle@fp20analytics.com"
"MD-17350","Maribeth Dona","Maribeth","Dona","Low Value","a.dona@fp20analytics.com"
"MD-17860","Michael Dominguez","Michael","Dominguez","Low Value","a.dominguez@fp20analytics.com"
"ME-17320","Maria Etezadi","Maria","Etezadi","Low Value","a.etezadi@fp20analytics.com"
"ME-17725","Max Engle","Max","Engle","Low Value","a.engle@fp20analytics.com"
"ME-18010","Michelle Ellison","Michelle","Ellison","Low Value","a.ellison@fp20analytics.com"
"MF-17665","Maureen Fritzler","Maureen","Fritzler","Low Value","a.fritzler@fp20analytics.com"
"MF-18250","Monica Federle","Monica","Federle","Low Value","a.federle@fp20analytics.com"
"MG-17650","Matthew Grinstein","Matthew","Grinstein","Low Value","a.grinstein@fp20analytics.com"
"MG-17680","Maureen Gastineau","Maureen","Gastineau","Low Value","a.gastineau@fp20analytics.com"
"MG-17695","Maureen Gnade","Maureen","Gnade","Low Value","a.gnade@fp20analytics.com"
"MG-17875","Michael Grace","Michael","Grace","Low Value","a.grace@fp20analytics.com"
"MG-17890","Michael Granlund","Michael","Granlund","Low Value","a.granlund@fp20analytics.com"
"MG-18145","Mike Gockenbach","Mike","Gockenbach","Low Value","a.gockenbach@fp20analytics.com"
"MG-18205","Mitch Gastineau","Mitch","Gastineau","Low Value","a.gastineau@fp20analytics.com"
"MH-17290","Marc Harrigan","Marc","Harrigan","Low Value","a.harrigan@fp20analytics.com"
"MH-17440","Mark Haberlin","Mark","Haberlin","Low Value","a.haberlin@fp20analytics.com"
"MH-17455","Mark Hamilton","Mark","Hamilton","Low Value","a.hamilton@fp20analytics.com"
"MH-17620","Matt Hagelstein","Matt","Hagelstein","Low Value","a.hagelstein@fp20analytics.com"
"MH-17785","Maya Herman","Maya","Herman","Low Value","a.herman@fp20analytics.com"
"MH-18025","Michelle Huthwaite","Michelle","Huthwaite","Low Value","a.huthwaite@fp20analytics.com"
"MH-18115","Mick Hernandez","Mick","Hernandez","Low Value","a.hernandez@fp20analytics.com"
"MJ-17740","Max Jones","Max","Jones","Low Value","a.jones@fp20analytics.com"
"MK-18160","Mike Kennedy","Mike","Kennedy","Low Value","a.kennedy@fp20analytics.com"
"ML-17395","Marina Lichtenstein","Marina","Lichtenstein","Low Value","a.lichtenstein@fp20analytics.com"
"ML-17410","Maris LaWare","Maris","LaWare","Low Value","a.laware@fp20analytics.com"
"ML-17755","Max Ludwig","Max","Ludwig","Low Value","a.ludwig@fp20analytics.com"
"ML-18040","Michelle Lonsdale","Michelle","Lonsdale","Low Value","a.lonsdale@fp20analytics.com"
"ML-18265","Muhammed Lee","Muhammed","Lee","Low Value","a.lee@fp20analytics.com"
"MM-17260","Magdelene Morse","Magdelene","Morse","Low Value","a.morse@fp20analytics.com"
"MM-18055","Michelle Moray","Michelle","Moray","Low Value","a.moray@fp20analytics.com"
"MM-18280","Muhammed MacIntyre","Muhammed","MacIntyre","Low Value","a.macintyre@fp20analytics.com"
"MN-17935","Michael Nguyen","Michael","Nguyen","Low Value","a.nguyen@fp20analytics.com"
"MO-17500","Mary O'Rourke","Mary","O'Rourke","Low Value","a.o'rourke@fp20analytics.com"
"MO-17800","Meg O'Connel","Meg","O'Connel","Low Value","a.o'connel@fp20analytics.com"
"MO-17950","Michael Oakman","Michael","Oakman","Low Value","a.oakman@fp20analytics.com"
"MP-17470","Mark Packer","Mark","Packer","Low Value","a.packer@fp20analytics.com"
"MP-17965","Michael Paige","Michael","Paige","Low Value","a.paige@fp20analytics.com"
"MP-18175","Mike Pelletier","Mike","Pelletier","Low Value","a.pelletier@fp20analytics.com"
"MR-17545","Mathew Reese","Mathew","Reese","Low Value","a.reese@fp20analytics.com"
"MS-17365","Maribeth Schnelling","Maribeth","Schnelling","Low Value","a.schnelling@fp20analytics.com"
"MS-17530","MaryBeth Skach","MaryBeth","Skach","Low Value","a.skach@fp20analytics.com"
"MS-17710","Maurice Satty","Maurice","Satty","Low Value","a.satty@fp20analytics.com"
"MS-17770","Maxwell Schwartz","Maxwell","Schwartz","Low Value","a.schwartz@fp20analytics.com"
"MS-17830","Melanie Seite","Melanie","Seite","Low Value","a.seite@fp20analytics.com"
"MS-17980","Michael Stewart","Michael","Stewart","Low Value","a.stewart@fp20analytics.com"
"MT-17815","Meg Tillman","Meg","Tillman","Low Value","a.tillman@fp20analytics.com"
"MT-18070","Michelle Tran","Michelle","Tran","Low Value","a.tran@fp20analytics.com"
"MV-17485","Mark Van Huff","Mark","Van Huff","Low Value","a.van huff@fp20analytics.com"
"MV-18190","Mike Vittorini","Mike","Vittorini","Low Value","a.vittorini@fp20analytics.com"
"MW-18220","Mitch Webber","Mitch","Webber","Low Value","a.webber@fp20analytics.com"
"MY-17380","Maribeth Yedwab","Maribeth","Yedwab","Low Value","a.yedwab@fp20analytics.com"
"MY-18295","Muhammed Yedwab","Muhammed","Yedwab","Low Value","a.yedwab@fp20analytics.com"
"MZ-17335","Maria Zettner","Maria","Zettner","Low Value","a.zettner@fp20analytics.com"
"MZ-17515","Mary Zewe","Mary","Zewe","Low Value","a.zewe@fp20analytics.com"
"NB-18580","Nicole Brennan","Nicole","Brennan","Low Value","a.brennan@fp20analytics.com"
"NB-18655","Nona Balk","Nona","Balk","Low Value","a.balk@fp20analytics.com"
"NC-18340","Nat Carroll","Nat","Carroll","Low Value","a.carroll@fp20analytics.com"
"NC-18415","Nathan Cano","Nathan","Cano","Low Value","a.cano@fp20analytics.com"
"NC-18535","Nick Crebassa","Nick","Crebassa","Low Value","a.crebassa@fp20analytics.com"
"NC-18625","Noah Childs","Noah","Childs","Low Value","a.childs@fp20analytics.com"
"ND-18460","Neil Ducich","Neil","Ducich","Low Value","a.ducich@fp20analytics.com"
"NF-18385","Natalie Fritzler","Natalie","Fritzler","Low Value","a.fritzler@fp20analytics.com"
"NF-18475","Neil Französisch","Neil","Französisch","Low Value","a.französisch@fp20analytics.com"
"NF-18595","Nicole Fjeld","Nicole","Fjeld","Low Value","a.fjeld@fp20analytics.com"
"NG-18355","Nat Gilpin","Nat","Gilpin","Low Value","a.gilpin@fp20analytics.com"
"NG-18430","Nathan Gelder","Nathan","Gelder","Low Value","a.gelder@fp20analytics.com"
"NH-18610","Nicole Hansen","Nicole","Hansen","Low Value","a.hansen@fp20analytics.com"
"NK-18490","Neil Knudson","Neil","Knudson","Low Value","a.knudson@fp20analytics.com"
"NL-18310","Nancy Lomonaco","Nancy","Lomonaco","Low Value","a.lomonaco@fp20analytics.com"
"NM-18445","Nathan Mautz","Nathan","Mautz","Low Value","a.mautz@fp20analytics.com"
"NM-18520","Neoma Murray","Neoma","Murray","Low Value","a.murray@fp20analytics.com"
"NP-18325","Naresj Patel","Naresj","Patel","Low Value","a.patel@fp20analytics.com"
"NP-18670","Nora Paige","Nora","Paige","Low Value","a.paige@fp20analytics.com"
"NP-18685","Nora Pelletier","Nora","Pelletier","Low Value","a.pelletier@fp20analytics.com"
"NP-18700","Nora Preis","Nora","Preis","Low Value","a.preis@fp20analytics.com"
"NR-18550","Nick Radford","Nick","Radford","Low Value","a.radford@fp20analytics.com"
"NS-18505","Neola Schneider","Neola","Schneider","Low Value","a.schneider@fp20analytics.com"
"NS-18640","Noel Staavos","Noel","Staavos","Low Value","a.staavos@fp20analytics.com"
"NW-18400","Natalie Webber","Natalie","Webber","Low Value","a.webber@fp20analytics.com"
"NZ-18565","Nick Zandusky","Nick","Zandusky","Low Value","a.zandusky@fp20analytics.com"
"ON-18715","Odella Nelson","Odella","Nelson","Low Value","a.nelson@fp20analytics.com"
"PA-19060","Pete Armstrong","Pete","Armstrong","Low Value","a.armstrong@fp20analytics.com"
"PB-18805","Patrick Bzostek","Patrick","Bzostek","Low Value","a.bzostek@fp20analytics.com"
"PB-19105","Peter Bühler","Peter","Bühler","Low Value","a.bühler@fp20analytics.com"
"PB-19150","Philip Brown","Philip","Brown","Low Value","a.brown@fp20analytics.com"
"PB-19210","Phillip Breyer","Phillip","Breyer","Low Value","a.breyer@fp20analytics.com"
"PF-19120","Peter Fuller","Peter","Fuller","Low Value","a.fuller@fp20analytics.com"
"PF-19165","Philip Fox","Philip","Fox","Low Value","a.fox@fp20analytics.com"
"PF-19225","Phillip Flathmann","Phillip","Flathmann","Low Value","a.flathmann@fp20analytics.com"
"PG-18820","Patrick Gardner","Patrick","Gardner","Low Value","a.gardner@fp20analytics.com"
"PG-18895","Paul Gonzalez","Paul","Gonzalez","Low Value","a.gonzalez@fp20analytics.com"
"PH-18790","Patricia Hirasaki","Patricia","Hirasaki","Low Value","a.hirasaki@fp20analytics.com"
"PJ-18835","Patrick Jones","Patrick","Jones","Low Value","a.jones@fp20analytics.com"
"PJ-19015","Pauline Johnson","Pauline","Johnson","Low Value","a.johnson@fp20analytics.com"
"PK-18910","Paul Knutson","Paul","Knutson","Low Value","a.knutson@fp20analytics.com"
"PK-19075","Pete Kriz","Pete","Kriz","Low Value","a.kriz@fp20analytics.com"
"PL-18925","Paul Lucas","Paul","Lucas","Low Value","a.lucas@fp20analytics.com"
"PM-18940","Paul MacIntyre","Paul","MacIntyre","Low Value","a.macintyre@fp20analytics.com"
"PM-19135","Peter McVee","Peter","McVee","Low Value","a.mcvee@fp20analytics.com"
"PN-18775","Parhena Norris","Parhena","Norris","Low Value","a.norris@fp20analytics.com"
"PO-18850","Patrick O'Brill","Patrick","O'Brill","Low Value","a.o'brill@fp20analytics.com"
"PO-18865","Patrick O'Donnell","Patrick","O'Donnell","Low Value","a.o'donnell@fp20analytics.com"
"PO-19195","Phillina Ober","Phillina","Ober","Low Value","a.ober@fp20analytics.com"
"PP-18955","Paul Prost","Paul","Prost","Low Value","a.prost@fp20analytics.com"
"PR-18880","Patrick Ryan","Patrick","Ryan","Low Value","a.ryan@fp20analytics.com"
"PS-18760","Pamela Stobb","Pamela","Stobb","Low Value","a.stobb@fp20analytics.com"
"PS-18970","Paul Stevenson","Paul","Stevenson","Low Value","a.stevenson@fp20analytics.com"
"PS-19045","Penelope Sewall","Penelope","Sewall","Low Value","a.sewall@fp20analytics.com"
"PT-19090","Pete Takahito","Pete","Takahito","Low Value","a.takahito@fp20analytics.com"
"PV-18985","Paul Van Hugh","Paul","Van Hugh","Low Value","a.van hugh@fp20analytics.com"
"PW-19030","Pauline Webber","Pauline","Webber","Low Value","a.webber@fp20analytics.com"
"PW-19240","Pierre Wener","Pierre","Wener","Low Value","a.wener@fp20analytics.com"
"QJ-19255","Quincy Jones","Quincy","Jones","Low Value","a.jones@fp20analytics.com"
"RA-19285","Ralph Arnett","Ralph","Arnett","Low Value","a.arnett@fp20analytics.com"
"RA-19885","Ruben Ausman","Ruben","Ausman","Low Value","a.ausman@fp20analytics.com"
"RA-19915","Russell Applegate","Russell","Applegate","Low Value","a.applegate@fp20analytics.com"
"RA-19945","Ryan Akin","Ryan","Akin","Low Value","a.akin@fp20analytics.com"
"RB-19330","Randy Bradley","Randy","Bradley","Low Value","a.bradley@fp20analytics.com"
"RB-19360","Raymond Buch","Raymond","Buch","Low Value","a.buch@fp20analytics.com"
"RB-19435","Richard Bierner","Richard","Bierner","Low Value","a.bierner@fp20analytics.com"
"RB-19465","Rick Bensley","Rick","Bensley","Low Value","a.bensley@fp20analytics.com"
"RB-19570","Rob Beeghly","Rob","Beeghly","Low Value","a.beeghly@fp20analytics.com"
"RB-19645","Robert Barroso","Robert","Barroso","Low Value","a.barroso@fp20analytics.com"
"RB-19705","Roger Barcio","Roger","Barcio","Low Value","a.barcio@fp20analytics.com"
"RC-19825","Roy Collins","Roy","Collins","Low Value","a.collins@fp20analytics.com"
"RC-19960","Ryan Crowe","Ryan","Crowe","Low Value","a.crowe@fp20analytics.com"
"RD-19480","Rick Duston","Rick","Duston","Low Value","a.duston@fp20analytics.com"
"RD-19585","Rob Dowd","Rob","Dowd","Low Value","a.dowd@fp20analytics.com"
"RD-19660","Robert Dilbeck","Robert","Dilbeck","Low Value","a.dilbeck@fp20analytics.com"
"RD-19720","Roger Demir","Roger","Demir","Low Value","a.demir@fp20analytics.com"
"RD-19810","Ross DeVincentis","Ross","DeVincentis","Low Value","a.devincentis@fp20analytics.com"
"RD-19900","Ruben Dartt","Ruben","Dartt","Low Value","a.dartt@fp20analytics.com"
"RD-19930","Russell D'Ascenzo","Russell","D'Ascenzo","Low Value","a.d'ascenzo@fp20analytics.com"
"RE-19405","Ricardo Emerson","Ricardo","Emerson","Low Value","a.emerson@fp20analytics.com"
"RE-19450","Richard Eichhorn","Richard","Eichhorn","Low Value","a.eichhorn@fp20analytics.com"
